,,,,"Summed S/N, Column Normalized, Scaled to 100 per Protein",,,,,,,,,,,"Summed S/N, Column Normalized",,,,,,,,,,,
Q8WX92-2,NELFB,Isoform 2 of Negative elongation factor B,5,8.47721,10.2795,8.58343,8.92697,9.72584,7.55291,10.0321,9.2822,9.04635,9.07091,9.02257,425.324,515.752,430.653,447.89,487.971,378.95,503.334,465.713,453.879,455.112,452.686,
Q9NT62,ATG3,Ubiquitin-like-conjugating enzyme ATG3,5,9.45676,8.21103,9.24589,9.74758,9.17131,5.16863,8.34924,8.16091,11.0349,10.4269,11.0269,1136.04,986.394,1110.71,1170.98,1101.75,620.91,1003,980.373,1325.63,1252.58,1324.66,
P30047,GCHFR,GTP cyclohydrolase 1 feedback regulatory protein,5,11.0997,15.3767,7.12322,13.8246,11.0645,6.19165,8.72172,5.67666,6.05912,7.3284,7.53372,434.33,601.689,278.731,540.955,432.954,242.279,341.28,222.127,237.093,286.76,294.794,
Q9NYB9,ABI2,Abl interactor 2,5,6.55208,13.394,9.42997,13.5303,16.2755,4.41025,9.35823,4.2306,8.31732,4.95093,9.55081,446.474,912.696,642.581,921.989,1109.05,300.525,637.692,288.283,566.762,337.368,650.815,
Q9UPZ3,HPS5,Hermansky-Pudlak syndrome 5 protein,5,10.1605,5.62321,7.32786,7.24805,6.66621,4.19454,13.4402,10.4547,11.5514,10,13.3332,517.75,286.543,373.407,369.34,339.691,213.742,684.873,532.744,588.628,509.573,679.424,
P20851,C4BPB,C4b-binding protein beta chain,5,8.72528,1.35558,23.3551,13.8055,3.34204,9.03197,3.99688,3.41503,17.4105,12.1258,3.43635,657.316,102.122,1759.45,1040.04,251.771,680.42,301.103,257.27,1311.61,913.492,258.876,
Q00653,NFKB2,Nuclear factor NF-kappa-B p100 subunit,5,9.83451,9.72252,6.51779,9.73893,12.5916,8.47235,6.96237,7.60063,12.5205,6.67539,9.36339,700.654,692.676,464.356,693.845,897.083,603.608,496.03,541.502,892.016,475.584,667.089,
P14902,IDO1,"Indoleamine 2,3-dioxygenase 1",5,6.25134,1.85069,2.85333,16.3582,8.6446,11.5942,6.95695,5.4549,30.2569,3.61235,6.16651,458.702,135.797,209.368,1200.31,634.31,850.745,510.476,400.261,2220.15,265.062,452.477,
Q03701,CEBPZ,CCAAT/enhancer-binding protein zeta,5,10.7815,9.6757,8.78059,8.53895,7.86642,9.07215,7.78124,11.2081,8.58876,8.57892,9.12762,770.101,691.113,627.177,609.917,561.88,648.003,555.796,800.569,613.475,612.772,651.965,
Q8IWR0,ZC3H7A,Zinc finger CCCH domain-containing protein 7A,5,8.61333,12.5339,7.13839,8.56355,9.73586,12.6635,7.84288,7.68314,8.24408,8.51307,8.46822,587.203,854.486,486.65,583.809,663.73,863.321,534.678,523.788,562.029,580.368,577.31,
Q0VDG4,SCRN3,Secernin-3,5,9.27612,6.49606,7.09898,9.36103,8.63301,9.69614,9.01447,8.73975,9.85084,9.13265,12.7009,551.574,386.267,422.117,556.623,513.334,576.549,536.015,519.68,585.747,543.043,755.22,
Q8N0Z6,TTC5,Tetratricopeptide repeat protein 5,5,10.3204,6.53382,8.6737,7.4854,7.33484,7.94531,10.8874,11.0512,10.3091,9.4789,9.97995,554.003,350.739,465.608,401.82,393.738,426.508,584.441,593.235,553.397,508.832,535.729,
Q14997,PSME4,Proteasome activator complex subunit 4,5,8.04509,12.8034,5.69302,8.8356,8.517,14.7041,5.77091,8.56998,8.5556,9.33537,9.16996,665.823,1059.62,471.162,731.247,704.879,1216.93,477.609,709.263,708.074,772.608,758.919,
O95470,SGPL1,Sphingosine-1-phosphate lyase 1,5,7.64302,6.99686,6.98303,7.61901,6.52093,10.6719,7.22469,13.1607,10.2028,12.9218,10.0553,808.138,739.816,738.354,805.599,689.493,1128.39,763.906,1391.55,1078.8,1366.3,1063.2,
Q9NQG5,RPRD1B,Regulation of nuclear pre-mRNA domain-containing protein 1B,5,9.24726,8.49359,9.0467,7.67331,8.62042,7.34669,10.1988,9.63492,10.4446,9.48567,9.80797,888.589,816.167,869.316,737.345,828.354,705.959,980.028,925.84,1003.65,911.498,942.468,
Q7L5Y1-5,ENOSF1,Isoform 5 of Mitochondrial enolase superfamily member 1,5,8.42092,3.32217,6.82278,5.0377,3.74937,5.31695,10.2761,22.6563,14.9338,8.63637,10.8276,2411.06,951.194,1953.48,1442.38,1073.51,1522.34,2942.21,6486.9,4275.8,2472.74,3100.12,
Q6DKK2,TTC19,"Tetratricopeptide repeat protein 19, mitochondrial",5,10.2722,6.00675,6.23003,6.95883,7.98346,5.47107,13.3728,13.3496,8.10615,12.8358,9.41335,288.092,168.465,174.727,195.166,223.903,153.441,375.051,374.401,227.344,359.991,264.006,
Q6P9B6,MEAK7,MTOR-associated protein MEAK7,5,9.62607,10.6465,6.74812,10.8792,10.6521,7.35904,12.0016,5.3222,7.88039,9.06216,9.82254,1126.77,1246.21,789.89,1273.45,1246.87,861.401,1404.83,622.982,922.427,1060.76,1149.76,
Q8NE01,CNNM3,Metal transporter CNNM3,5,10.6353,7.23003,10.7461,8.7665,9.52603,5.38296,12.6335,10.397,7.62926,8.65455,8.39875,415.939,282.761,420.273,342.851,372.556,210.523,494.085,406.618,298.375,338.473,328.469,
Q8IWT6,LRRC8A,Volume-regulated anion channel subunit LRRC8A,5,7.1629,10.1921,9.32438,13.4875,13.3244,6.25914,8.75757,7.39549,6.98967,6.93086,10.1759,380.887,541.964,495.823,717.199,708.524,332.829,465.683,393.255,371.675,368.548,541.103,
Q9Y6I3-1,EPN1,Isoform 2 of Epsin-1,5,8.07708,8.78974,9.51258,9.81122,10.7728,7.45735,9.89004,6.74511,10.5191,7.68969,10.7354,553.096,601.897,651.396,671.846,737.69,510.659,677.243,461.887,720.317,526.569,735.128,
P50914,RPL14,60S ribosomal protein L14,5,7.21353,4.28047,8.19256,5.186,6.62027,5.05073,9.71878,11.1507,8.59283,8.88528,25.1089,491.025,291.372,557.667,353.011,450.641,343.803,661.557,759.026,584.914,604.821,1709.16,
O95182,NDUFA7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,5,8.62773,6.88909,6.23498,3.72186,5.3835,10.7919,6.87388,15.5822,11.7276,14.3374,9.82986,1885.05,1505.18,1362.27,813.18,1176.23,2357.89,1501.86,3404.53,2562.34,3132.53,2147.7,
P55011,SLC12A2,Solute carrier family 12 member 2,5,10.1602,9.1277,5.35227,12.0656,9.76287,9.69947,10.3543,7.49591,6.69287,6.1227,13.1662,558.451,501.701,294.186,663.18,536.614,533.129,569.122,412.011,367.872,336.533,723.674,
P51687,SUOX,"Sulfite oxidase, mitochondrial",5,10.5061,7.17714,7.05599,8.27646,6.98571,8.37258,10.2472,11.0438,10.5431,10.5913,9.20064,408.728,279.219,274.505,321.987,271.771,325.726,398.654,429.648,410.167,412.044,357.941,
Q99447-3,PCYT2,Isoform 3 of Ethanolamine-phosphate cytidylyltransferase,5,7.30202,18.5352,9.11214,12.3387,14.407,5.93558,6.64811,4.13387,7.78151,5.14544,8.6605,601.301,1526.32,750.36,1016.05,1186.38,488.779,547.453,340.413,640.786,423.713,713.168,
Q9NQ50,MRPL40,"39S ribosomal protein L40, mitochondrial",5,9.06138,11.4038,9.23438,7.91367,10.8628,9.8168,8.33474,8.6403,8.04856,7.28566,9.39791,716.612,901.859,730.294,625.846,859.077,776.355,659.147,683.312,636.514,576.181,743.227,
Q9NZL4-3,HSPBP1,Isoform 3 of Hsp70-binding protein 1,5,8.36352,10.6448,7.3387,7.8432,8.47866,10.3255,8.87856,11.468,8.5181,9.31326,8.82769,1125.33,1432.28,987.437,1055.32,1140.82,1389.32,1194.63,1543.04,1146.13,1253.12,1187.78,
O75431,MTX2,Metaxin-2,5,10.3447,8.9696,9.25259,8.93386,10.7211,7.90402,10.7991,8.541,8.27641,7.36215,8.89539,775.103,672.067,693.271,669.389,803.303,592.226,809.149,639.954,620.128,551.625,666.507,
P01889,HLA-B,"HLA class I histocompatibility antigen, B alpha chain",5,14.5625,5.01857,4.49119,10.0644,7.43041,5.24426,12.319,4.1107,6.21259,16.8528,13.6935,590.298,203.43,182.052,407.963,301.195,212.578,499.357,166.629,251.83,683.136,555.072,
A0A140T9U8,HLA-C,"HLA class I histocompatibility antigen, C alpha chain",5,5.18986,13.0482,3.39581,26.0086,6.22935,5.77552,4.17872,5.4307,8.67997,15.4773,6.58601,214.717,539.835,140.493,1076.04,257.724,238.947,172.884,224.682,359.112,640.333,272.479,
Q99700,ATXN2,Ataxin-2,5,7.4239,13.337,6.59751,7.94427,9.77166,12.6677,8.56359,8.10014,8.37825,7.51973,9.69627,525.474,944.008,466.981,562.306,691.651,896.636,606.143,573.339,593.023,532.256,686.315,
Q9ULJ8-3,PPP1R9A,Isoform 3 of Neurabin-1,5,9.64969,14.5186,6.79806,9.03237,10.9937,7.90205,8.80521,6.83941,8.20833,7.27424,9.97834,591.168,889.449,416.469,553.348,673.507,484.102,539.432,419.002,502.866,445.64,611.302,
Q86TI0,TBC1D1,TBC1 domain family member 1,5,9.86853,8.0391,6.96767,6.31312,7.85129,14.267,7.69235,9.73089,9.76322,10.5186,8.98828,443.41,361.21,313.069,283.659,352.772,641.039,345.63,437.225,438.678,472.617,403.859,
Q9Y6M4-2,CSNK1G3,Isoform 2 of Casein kinase I isoform gamma-3,5,8.40259,10.9533,7.25687,11.7941,11.6383,10.1565,7.9663,7.84519,7.32194,8.26125,8.40379,1050.65,1369.58,907.39,1474.72,1455.23,1269.95,996.096,980.953,915.527,1032.98,1050.8,
P40189,IL6ST,Interleukin-6 receptor subunit beta,5,8.6818,11.0634,9.7825,10.6051,12.612,7.78458,9.31253,7.75122,6.99696,6.03272,9.37728,618.397,788.033,696.799,755.389,898.34,554.488,663.323,552.112,498.387,429.705,667.935,
O75128-2,COBL,Isoform 2 of Protein cordon-bleu,5,10.8641,13.8513,5.7665,8.22183,11.1904,9.42645,11.9494,7.95439,7.01611,4.86048,8.89902,207.148,264.106,109.951,156.768,213.37,179.736,227.842,151.668,133.778,92.6759,169.68,
Q16875-4,PFKFB3,"Isoform 4 of 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",5,8.67938,16.0941,7.10843,8.37948,12.0385,8.62962,8.03073,7.45185,8.13813,6.58481,8.86497,675.133,1251.89,552.936,651.806,936.427,671.263,624.678,579.649,633.032,512.205,689.57,
Q96Q15,SMG1,Serine/threonine-protein kinase SMG1,5,6.02773,9.22292,7.62449,9.84589,9.49717,8.93841,9.73262,9.8157,9.82016,10.0566,9.4183,246.858,377.713,312.251,403.226,388.945,366.061,398.587,401.99,402.173,411.856,385.715,
Q8N9T8,KRI1,Protein KRI1 homolog,5,7.66663,11.5748,7.58071,7.80795,8.76845,18.4712,6.29704,6.44016,9.0895,7.44581,8.85783,424.862,641.44,420.101,432.693,485.922,1023.62,348.964,356.895,503.713,412.625,490.875,
Q8NCA5,FAM98A,Protein FAM98A,5,7.85773,9.89027,10.2882,8.3356,10.4535,7.78493,8.66245,8.46192,10.6499,7.05787,10.5577,212.816,267.864,278.641,225.758,283.118,210.844,234.611,229.18,288.439,191.153,285.94,
P15289,ARSA,Arylsulfatase A,5,8.30503,5.19306,9.99015,7.37275,5.3101,11.3449,8.42257,11.7182,10.0295,10.7751,11.5387,355.324,222.181,427.421,315.437,227.189,485.382,360.353,501.356,429.103,461.006,493.673,
Q5JPH6,EARS2,"Probable glutamate--tRNA ligase, mitochondrial",5,7.65756,10.0148,9.46902,7.14782,10.0266,7.97578,7.6151,9.37472,9.71785,9.24244,11.7584,459.642,601.134,568.375,429.045,601.841,478.743,457.094,562.714,583.311,554.774,705.792,
O00505,KPNA3,Importin subunit alpha-4,5,9.10836,6.48849,8.98521,7.99029,6.83018,4.97204,14.0294,13.6422,8.28525,10.2062,9.46238,1108.59,789.725,1093.61,972.513,831.313,605.156,1707.54,1660.42,1008.41,1242.22,1151.68,
O00629,KPNA4,Importin subunit alpha-3,5,8.96236,8.36783,8.80642,8.50837,8.96872,6.05983,11.6289,9.77108,9.3363,8.87679,10.7134,1100.51,1027.51,1081.36,1044.77,1101.29,744.103,1427.94,1199.82,1146.43,1090,1315.53,
Q9NRR5,UBQLN4,Ubiquilin-4,5,7.99286,10.6784,8.23192,9.0496,11.6928,6.71509,8.77416,7.6525,10.7715,8.48426,9.95696,409.834,547.535,422.092,464.018,599.548,344.316,449.895,392.382,552.306,435.03,510.543,
Q9BQ67,GRWD1,Glutamate-rich WD repeat-containing protein 1,5,8.44903,3.81868,10.5659,9.36757,7.84883,2.61099,13.2289,9.80649,11.0521,10.4941,12.7573,582.055,263.07,727.889,645.333,540.707,179.872,911.342,675.571,761.383,722.942,878.854,
P49773,HINT1,Histidine triad nucleotide-binding protein 1,5,8.72301,11.3458,12.9603,10.221,14.9674,5.69881,7.64482,6.93664,7.60691,6.85941,7.03584,2012.07,2617.05,2989.46,2357.6,3452.41,1314.5,1763.37,1600.02,1754.63,1582.21,1622.9,
P23467-3,PTPRB,Isoform 3 of Receptor-type tyrosine-protein phosphatase beta,5,8.23131,10.0844,8.52361,13.8759,12.7004,8.05816,6.72859,6.64219,9.58833,9.10382,6.46327,252.978,309.93,261.961,426.457,390.329,247.656,206.794,204.138,294.684,279.793,198.64,
A0A0C4DH38,IGHV5-51,Immunoglobulin heavy variable 5-51,5,5.96748,2.08636,11.4027,4.04684,2.14525,19.8134,3.54878,10.9623,20.3939,14.0032,5.62968,929.651,325.026,1776.38,630.441,334.2,3086.66,552.85,1707.78,3177.09,2181.51,877.025,
Q9UDX3,SEC14L4,SEC14-like protein 4,5,8.42851,8.33651,16.0897,15.0489,10.8411,2.46347,7.37956,4.63583,6.89196,14.3973,5.48713,639.808,632.825,1221.37,1142.36,822.951,187.002,560.182,351.906,523.169,1092.9,416.528,
Q92466,DDB2,DNA damage-binding protein 2,5,11.3776,5.58446,7.84653,7.39073,6.65446,11.0839,10.9161,10.1682,8.3096,9.31444,11.3539,1217.13,597.401,839.387,790.627,711.864,1185.7,1167.76,1087.75,888.924,996.417,1214.59,
P54725,RAD23A,UV excision repair protein RAD23 homolog A,5,9.00239,8.08949,16.3142,9.34585,7.9983,6.89186,7.20972,6.96526,7.70707,13.8783,6.59755,560.602,503.753,1015.92,581.99,498.074,429.173,448.967,433.744,479.938,864.239,410.846,
A2NJV5,IGKV2-29,Immunoglobulin kappa variable 2-29,5,5.24766,2.47476,10.7028,3.80932,2.91256,16.8616,2.87115,13.2321,16.7815,16.5569,8.54969,287.32,135.498,585.997,208.568,159.468,923.206,157.201,724.482,918.819,906.526,468.113,
Q5VT52,RPRD2,Regulation of nuclear pre-mRNA domain-containing protein 2,5,9.30028,5.82921,9.32412,6.64877,6.13216,8.67213,10.8938,13.4661,9.24185,10.9489,9.54264,483.916,303.308,485.156,345.951,319.07,451.232,566.831,700.675,480.875,569.696,496.526,
P14384,CPM,Carboxypeptidase M,5,7.46324,13.9053,14.7743,8.75386,6.61204,9.11863,7.458,6.94932,6.91613,9.23964,8.80954,559.629,1042.69,1107.84,656.405,495.801,683.757,559.235,521.092,518.604,692.831,660.58,
P04432,IGKV1D-39,Immunoglobulin kappa variable 1D-39,5,4.48402,2.12757,9.68311,3.51094,1.75506,14.2504,2.74498,7.40096,35.4097,15.0467,3.58659,282.609,134.092,610.285,221.28,110.614,898.145,173.004,466.451,2231.72,948.327,226.047,
A0A087WSY6,IGKV3D-15,Immunoglobulin kappa variable 3D-15,5,2.79631,1.94351,12.639,3.832,1.79761,29.77,2.03799,8.62073,25.4567,7.68417,3.42201,134.046,93.1659,605.871,183.694,86.1717,1427.08,97.6948,413.25,1220.31,368.355,164.04,
Q14566,MCM6,DNA replication licensing factor MCM6,5,6.81426,14.9276,4.11072,8.203,6.50629,14.5874,6.94416,10.379,10.2041,9.30407,8.0194,382.338,837.564,230.647,460.258,365.058,818.475,389.626,582.351,572.539,522.037,449.957,
P01730,CD4,T-cell surface glycoprotein CD4,5,10.8942,6.13781,6.42822,8.21645,5.47941,10.3188,8.55502,9.38984,12.6034,9.81218,12.1646,870.356,490.359,513.561,656.425,437.759,824.387,683.473,750.169,1006.9,783.91,971.852,
Q9Y2P8,RCL1,RNA 3'-terminal phosphate cyclase-like protein,5,7.47328,6.99066,8.89743,9.20046,9.84314,5.81271,9.82057,10.4775,9.43606,10.7176,11.3305,502.467,470.018,598.22,618.594,661.805,390.818,660.287,704.458,634.435,720.6,761.81,
P18428,LBP,Lipopolysaccharide-binding protein,5,4.73843,2.68704,19.2513,10.8187,6.19286,4.2436,6.30336,6.5997,15.7375,11.3459,12.0817,270.266,153.261,1098.04,617.066,353.223,242.043,359.526,376.428,897.623,647.136,689.105,
Q10472,GALNT1,Polypeptide N-acetylgalactosaminyltransferase 1,5,8.01717,9.77787,5.9243,6.79398,6.1832,15.4292,6.56124,9.05807,10.8414,10.2765,11.1372,292.847,357.161,216.4,248.167,225.857,563.59,239.666,330.869,396.008,375.374,406.812,
Q9BYD3,MRPL4,"39S ribosomal protein L4, mitochondrial",5,8.24894,11.5684,9.80842,6.72156,11.4685,5.93077,11.5352,10.9738,9.53321,5.43954,8.77167,756.587,1061.04,899.622,616.497,1051.89,543.966,1058,1006.51,874.38,498.911,804.531,
O00592,PODXL,Podocalyxin,5,9.27197,12.5269,6.00722,14.3492,17.1407,3.5804,10.2065,4.85059,6.22664,3.88769,11.9521,1346.98,1819.84,872.694,2084.57,2490.11,520.14,1482.75,704.666,904.57,564.782,1736.33,
O43150,ASAP2,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",5,10.9939,9.18653,7.40728,9.76929,10.5224,7.8379,11.0273,8.8195,7.73649,8.55225,8.14717,505.078,422.046,340.304,448.819,483.418,360.087,506.614,405.184,355.428,392.906,374.296,
Q9NXV6,CDKN2AIP,CDKN2A-interacting protein,5,8.76934,10.4264,6.7811,8.90646,9.42704,10.6077,7.86096,10.3646,10.347,8.83959,7.66987,459.355,546.153,355.207,466.538,493.807,555.652,411.773,542.917,541.995,463.035,401.763,
P54687-5,BCAT1,"Isoform 5 of Branched-chain-amino-acid aminotransferase, cytosolic",5,7.37495,13.2973,8.03192,3.89569,6.3434,6.38691,5.42663,9.74976,14.3873,11.3893,13.7169,791.589,1427.26,862.105,418.143,680.868,685.538,582.466,1046.49,1544.25,1222.47,1472.3,
Q86UW7,CADPS2,Calcium-dependent secretion activator 2,5,8.94624,11.0243,6.95144,6.16847,7.96376,13.0883,8.15551,11.0706,8.19619,9.16886,9.26632,694.898,856.31,539.952,479.135,618.584,1016.64,633.478,859.905,636.638,712.19,719.76,
Q8WUF8,FAM172A,Cotranscriptional regulator FAM172A,5,8.28049,10.471,8.41394,9.84293,9.60108,9.16863,9.54173,7.47522,9.67564,8.5052,9.02417,329.791,417.033,335.106,392.019,382.387,365.164,380.024,297.719,385.357,338.741,359.41,
O00194,RAB27B,Ras-related protein Rab-27B,5,7.1323,14.044,9.39224,6.80185,13.5032,9.95339,5.60008,7.69634,8.97185,7.26441,9.64034,306.356,603.238,403.429,292.163,580.006,427.532,240.543,330.584,385.371,312.031,414.085,
Q93074-2,MED12,Isoform 2 of Mediator of RNA polymerase II transcription subunit 12,5,8.69726,8.98836,6.29948,7.9516,8.87969,8.70609,10.0194,10.4803,9.711,9.72129,10.5455,747.331,772.344,541.297,683.259,763.007,748.09,860.942,900.543,834.439,835.324,906.145,
P13591,NCAM1,Neural cell adhesion molecule 1,5,10.724,6.93966,10.1805,5.28969,4.75681,8.72805,10.2411,7.97595,10.9124,8.12403,16.1277,692.772,448.302,657.664,341.714,307.29,563.832,661.577,515.246,704.939,524.813,1041.85,
Q86YQ8,CPNE8,Copine-8,5,9.41007,7.86468,11.3716,9.42851,10.6864,6.72762,8.42857,9.29334,8.87493,8.92707,8.98719,261.905,218.893,316.5,262.419,297.428,187.246,234.588,258.656,247.011,248.462,250.135,
P07738,BPGM,Bisphosphoglycerate mutase,5,10.4402,1.62301,29.6069,8.1614,3.50788,3.89699,3.97819,5.42792,7.87879,22.817,2.66173,1398.66,217.432,3966.39,1093.37,469.946,522.074,532.952,727.17,1055.51,3056.76,356.587,
P08651,NFIC,Nuclear factor 1 C-type,5,10.4443,13.6432,7.8603,8.4479,9.84161,12.5319,7.60826,8.78271,7.26584,6.5451,7.02887,1010.93,1320.56,760.82,817.695,952.597,1213,736.425,850.103,703.28,633.518,680.343,
Q96EK5,KIFBP,KIF-binding protein,5,8.91824,6.61688,9.36164,8.74176,7.95663,6.09329,10.5648,11.9175,9.5455,8.57884,11.7049,845.409,627.251,887.441,828.679,754.253,577.616,1001.49,1129.73,904.87,813.235,1109.57,
P09012,SNRPA,U1 small nuclear ribonucleoprotein A,5,8.40208,8.38393,8.34894,7.21245,9.0596,9.21109,9.38308,11.409,10.0573,8.9472,9.58538,390.801,389.957,388.329,335.468,421.384,428.43,436.43,530.659,467.788,416.156,445.839,
Q70UQ0,IKBIP,Inhibitor of nuclear factor kappa-B kinase-interacting protein,5,10.4897,6.28805,9.85115,12.9929,9.47634,6.99939,9.05108,3.41045,11.9582,5.85674,13.6261,657.359,394.056,617.346,814.23,593.858,438.634,567.208,213.724,749.387,367.027,853.913,
Q8N684-3,CPSF7,Isoform 3 of Cleavage and polyadenylation specificity factor subunit 7,5,8.33528,10.9654,7.75469,9.44278,9.89848,13.1118,7.41905,9.23155,7.63802,8.34771,7.85518,1088.37,1431.8,1012.56,1232.98,1292.49,1712.07,968.737,1205.4,997.33,1090,1025.68,
Q68CP9,ARID2,AT-rich interactive domain-containing protein 2,5,9.11663,10.2673,6.79325,7.40091,8.63501,11.7784,8.50974,9.31644,9.62787,9.50448,9.04998,439.279,494.724,327.329,356.609,416.073,567.534,410.037,448.907,463.913,457.968,436.068,
P36551,CPOX,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",5,6.66101,15.4211,7.23516,10.1056,14.6073,9.82958,7.12148,4.35889,8.57905,7.22447,8.85633,363.955,842.602,395.326,552.167,798.139,537.084,389.115,238.168,468.756,394.742,483.906,
P0CG30,GSTT2B,Glutathione S-transferase theta-2B,5,7.89702,5.06535,14.4142,9.12158,10.7674,5.00827,10.649,5.14697,8.56459,6.98848,16.3771,1137.49,729.618,2076.23,1313.88,1550.95,721.397,1533.9,741.375,1233.65,1006.63,2358.97,
P33908,MAN1A1,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",5,6.86106,5.56849,11.9544,7.8353,7.70969,7.2655,9.49056,9.70196,11.613,11.7889,10.2112,280.573,227.715,488.857,320.413,315.276,297.112,388.102,396.747,474.894,482.087,417.572,
Q9Y6I4,USP3,Ubiquitin carboxyl-terminal hydrolase 3,5,7.83761,15.6392,5.90789,9.95784,11.6898,12.2145,5.97137,6.95268,8.435,7.66075,7.73335,440.001,877.98,331.667,559.03,656.26,685.719,335.231,390.321,473.538,430.072,434.147,
P55769,SNU13,NHP2-like protein 1,5,6.87366,7.56628,8.71032,6.61209,7.67816,8.32072,11.2198,13.9105,9.40924,10.1191,9.58012,732.439,806.242,928.148,704.566,818.164,886.634,1195.55,1482.27,1002.62,1078.27,1020.83,
Q15056,EIF4H,Eukaryotic translation initiation factor 4H,5,4.39606,21.4527,8.78629,11.779,20.2107,8.56205,2.57594,3.48638,9.23589,3.58823,5.92673,363.021,1771.54,725.56,972.698,1668.97,707.042,212.718,287.901,762.687,296.311,489.422,
Q9Y617,PSAT1,Phosphoserine aminotransferase,5,4.31271,11.6559,8.32583,11.9052,13.6821,8.86075,3.05738,10.7888,8.8701,9.69841,8.84274,149.196,403.23,288.027,411.854,473.325,306.532,105.768,373.23,306.855,335.51,305.909,
Q12841,FSTL1,Follistatin-related protein 1,5,6.57591,14.3724,11.9118,8.75609,9.70482,14.9272,6.38503,5.857,6.95035,5.13979,9.41965,299.068,653.644,541.738,398.221,441.368,678.879,290.387,266.372,316.097,233.754,428.399,
O15347,HMGB3,High mobility group protein B3,5,3.26062,27.7366,8.54759,4.34689,18.347,11.9378,2.05784,8.4308,5.24346,6.29359,3.79782,238.024,2024.76,623.97,317.321,1339.32,871.457,150.221,615.445,382.77,459.429,277.239,
P26927,MST1,Hepatocyte growth factor-like protein,5,12.7252,1.78632,5.81329,10.755,2.65503,8.72743,9.41295,7.0969,15.4533,17.0028,8.57183,297.069,41.7017,135.711,251.075,61.9818,203.742,219.746,165.677,360.758,396.932,200.11,
Q8TB24,RIN3,Ras and Rab interactor 3,5,9.61359,8.85124,8.84815,9.72298,8.83099,6.05978,9.78894,8.23067,9.36815,9.8991,10.7864,706.968,650.906,650.678,715.012,649.417,445.626,719.863,605.27,688.919,727.964,793.215,
P17927,CR1,Complement receptor type 1,5,4.30687,9.22156,11.376,15.4463,11.7122,14.9733,1.49995,4.99786,9.42374,10.9012,6.14098,185.525,397.233,490.038,665.376,504.523,644.998,64.6128,215.291,405.942,469.586,264.532,
Q16850,CYP51A1,Lanosterol 14-alpha demethylase,5,7.3164,39.8424,2.85854,6.58055,13.7947,5.45511,5.7727,5.06712,4.08589,3.46083,5.76573,682.213,3715.08,266.543,613.6,1286.28,508.658,538.272,472.481,380.987,322.703,537.623,
Q9BW83,IFT27,Intraflagellar transport protein 27 homolog,5,6.82729,6.0557,8.65535,5.85497,6.41638,16.2824,7.04987,16.5911,9.22939,9.32204,7.71557,1070.62,949.622,1357.28,918.144,1006.18,2553.31,1105.52,2601.72,1447.3,1461.83,1209.91,
